Drug_A;Drug_B;Level
Triprolidine;Cannabidiol;Moderate
Zafirlukast;Cannabidiol;Moderate
Mercaptopurine;Capecitabine;Moderate
Capecitabine;Roflumilast;Moderate
Flurbiprofen;Caplacizumab;Moderate
Flurbiprofen (ophthalmic);Caplacizumab;Moderate
Pentoxifylline;Caplacizumab;Moderate
Fexofenadine;Capmatinib;Moderate
Indacaterol;Capmatinib;Minor
Pentoxifylline;Capmatinib;Moderate
Roflumilast;Capmatinib;Moderate
Terfenadine;Capmatinib;Moderate
Theophylline;Capmatinib;Moderate
Capreomycin;Neomycin;Major
Capreomycin;Prednisolone;Moderate
Diphenhydramine;Captopril;Moderate
Flurbiprofen;Captopril;Moderate
Mannitol;Captopril;Moderate
Methdilazine;Captopril;Moderate
Olopatadine (nasal);Captopril;Moderate
Captopril;Bromotheophylline;Moderate
Pentoxifylline;Captopril;Moderate
Captopril;Potassium Iodide;Major
Prednisolone;Captopril;Moderate
Promethazine;Captopril;Moderate
Captopril;Mepyramine;Moderate
Thiethylperazine;Captopril;Moderate
Captopril;Alimemazine;Moderate
Carbamoylcholine (ophthalmic);Azatadine;Moderate
Carbamoylcholine (ophthalmic);Carbinoxamine;Moderate
Carbamoylcholine (ophthalmic);Chlorcyclizine;Moderate
Clemastine;Carbamoylcholine (ophthalmic);Moderate
Carbamoylcholine (ophthalmic);Cyclizine;Moderate
Carbamoylcholine (ophthalmic);Cyproheptadine;Moderate
Dexbrompheniramine;Carbamoylcholine (ophthalmic);Moderate
Carbamoylcholine (ophthalmic);Diphenhydramine;Moderate
Doxylamine;Carbamoylcholine (ophthalmic);Moderate
Carbamoylcholine (ophthalmic);Glycopyrronium (topical);Moderate
Ipratropium;Carbamoylcholine (ophthalmic);Moderate
Carbamoylcholine (ophthalmic);Meclizine;Moderate
Carbamoylcholine (ophthalmic);Methdilazine;Moderate
Carbamoylcholine (ophthalmic);Phenindamine;Moderate
Carbamoylcholine (ophthalmic);Promethazine;Moderate
Carbamoylcholine (ophthalmic);Mepyramine;Moderate
Carbamoylcholine (ophthalmic);Revefenacin;Moderate
Thiethylperazine;Carbamoylcholine (ophthalmic);Moderate
Carbamoylcholine (ophthalmic);Tiotropium;Moderate
Carbamoylcholine (ophthalmic);Alimemazine;Moderate
Carbamoylcholine (ophthalmic);Tripelennamine;Moderate
Carbamoylcholine (ophthalmic);Triprolidine;Moderate
Carbamoylcholine (ophthalmic);Umeclidinium;Moderate
Carbamazepine;Aminophylline;Moderate
Carbamazepine;Azatadine;Moderate
Carbamazepine;Pentoxyverine;Moderate
Carbamazepine;Carbinoxamine;Moderate
Carbamazepine;Clofedanol;Moderate
Clemastine;Carbamazepine;Moderate
Codeine;Carbamazepine;Moderate
Carbamazepine;Cyclizine;Moderate
Cyproheptadine;Carbamazepine;Moderate
Dexbrompheniramine;Carbamazepine;Moderate
Carbamazepine;Diphenhydramine;Moderate
Doxylamine;Carbamazepine;Moderate
Carbamazepine;Ivacaftor;Major
Carbamazepine;Levocetirizine;Moderate
Carbamazepine;Mannitol;Moderate
Carbamazepine;Meclizine;Moderate
Carbamazepine;Methdilazine;Moderate
Montelukast;Carbamazepine;Moderate
Carbamazepine;Olopatadine (nasal);Moderate
Carbamazepine;Oxtriphylline;Moderate
Carbamazepine;Phenindamine;Moderate
Carbamazepine;Prednisolone;Moderate
Carbamazepine;Promethazine;Moderate
Carbamazepine;Mepyramine;Moderate
Carbamazepine;Roflumilast;Moderate
Terfenadine;Carbamazepine;Moderate
Theophylline;Carbamazepine;Moderate
Thiethylperazine;Carbamazepine;Moderate
Carbamazepine;Alimemazine;Moderate
Carbamazepine;Trimethobenzamide;Moderate
Carbamazepine;Tripelennamine;Moderate
Triprolidine;Carbamazepine;Moderate
Diphenhydramine;Levodopa;Moderate
Levodopa;Ephedrine;Moderate
Isoprenaline;Levodopa;Moderate
Methdilazine;Levodopa;Moderate
Phenylpropanolamine;Levodopa;Moderate
Promethazine;Levodopa;Moderate
Thiethylperazine;Levodopa;Moderate
Levodopa;Alimemazine;Moderate
Zafirlukast;Levodopa;Moderate
Clemastine;Entacapone;Moderate
Entacapone;Cyclizine;Moderate
Cyproheptadine;Entacapone;Moderate
Doxylamine;Entacapone;Moderate
Entacapone;Hydrocodone;Moderate
Entacapone;Mepyramine;Moderate
Entacapone;Trimethobenzamide;Moderate
Entacapone;Tripelennamine;Moderate
Triprolidine;Entacapone;Moderate
Amoxapine;Carbinoxamine;Moderate
Azatadine;Carbinoxamine;Moderate
Carbinoxamine;Belladonna;Moderate
Butabarbital;Carbinoxamine;Moderate
Carbinoxamine;Candida albicans;Moderate
Carbinoxamine;Pentoxyverine;Moderate
Carbinoxamine;Cariprazine;Moderate
Carisoprodol;Carbinoxamine;Moderate
Carbinoxamine;Cenobamate;Moderate
Carbinoxamine;Clofedanol;Moderate
Carbinoxamine;Chloral hydrate;Moderate
Carbinoxamine;Chlorcyclizine;Moderate
Chlordiazepoxide;Carbinoxamine;Moderate
Carbinoxamine;Chlormezanone;Moderate
Carbinoxamine;Chlorphenesin;Moderate
Chlorpromazine;Carbinoxamine;Moderate
Chlorzoxazone;Carbinoxamine;Moderate
Citalopram;Carbinoxamine;Moderate
Clemastine;Carbinoxamine;Moderate
Carbinoxamine;Clidinium;Moderate
Clobazam;Carbinoxamine;Moderate
Carbinoxamine;Clomipramine;Moderate
Carbinoxamine;Clonazepam;Moderate
Clonidine;Carbinoxamine;Moderate
Clorazepic acid;Carbinoxamine;Moderate
Clozapine;Carbinoxamine;Moderate
Carbinoxamine;Coccidioides immitis spherule;Moderate
Carbinoxamine;Cyclizine;Moderate
Carbinoxamine;Cyclobenzaprine;Moderate
Cyproheptadine;Carbinoxamine;Moderate
Carbinoxamine;Dantrolene;Moderate
Darifenacin;Carbinoxamine;Moderate
Carbinoxamine;Demecarium (ophthalmic);Moderate
Carbinoxamine;Desipramine;Moderate
Carbinoxamine;Desvenlafaxine;Moderate
Carbinoxamine;Deutetrabenazine;Moderate
Dexbrompheniramine;Carbinoxamine;Moderate
Dexmedetomidine;Carbinoxamine;Moderate
Carbinoxamine;Dezocine;Moderate
Carbinoxamine;Diazepam;Moderate
Carbinoxamine;Dicyclomine;Moderate
Carbinoxamine;Dimenhydrinate;Moderate
Carbinoxamine;Diphenhydramine;Moderate
Disopyramide;Carbinoxamine;Moderate
Valproic acid;Carbinoxamine;Moderate
Carbinoxamine;Donepezil;Moderate
Carbinoxamine;Doxepin;Moderate
Carbinoxamine;Doxepin (topical);Moderate
Doxylamine;Carbinoxamine;Moderate
Dronabinol;Carbinoxamine;Moderate
Droperidol;Carbinoxamine;Moderate
Duloxetine;Carbinoxamine;Moderate
Carbinoxamine;Echothiophate (ophthalmic);Moderate
Carbinoxamine;Eluxadoline;Moderate
Entacapone;Carbinoxamine;Moderate
Carbinoxamine;Escitalopram;Moderate
Carbinoxamine;Esketamine;Moderate
Carbinoxamine;Eslicarbazepine;Moderate
Carbinoxamine;Estazolam;Moderate
Eszopiclone;Carbinoxamine;Moderate
Ethchlorvynol;Carbinoxamine;Moderate
Ethosuximide;Carbinoxamine;Moderate
Carbinoxamine;Ethotoin;Moderate
Carbinoxamine;Ezogabine;Moderate
Carbinoxamine;Felbamate;Moderate
Carbinoxamine;Fesoterodine;Moderate
Carbinoxamine;Flavoxate;Moderate
Carbinoxamine;Flibanserin;Moderate
Fluoxetine;Carbinoxamine;Moderate
Fluphenazine;Carbinoxamine;Moderate
Flurazepam;Carbinoxamine;Moderate
Carbinoxamine;Glycopyrronium (topical);Moderate
Carbinoxamine;Halazepam;Moderate
Haloperidol;Carbinoxamine;Moderate
Carbinoxamine;Diamorphine;Moderate
Carbinoxamine;Histamine;Moderate
Carbinoxamine;Hyaluronidase;Minor
Carbinoxamine;Hydrocodone;Moderate
Hydromorphone;Carbinoxamine;Moderate
Hydroxyzine;Carbinoxamine;Moderate
Carbinoxamine;Ifosfamide;Moderate
Carbinoxamine;Iloperidone;Moderate
Imipramine;Carbinoxamine;Moderate
Ipratropium;Carbinoxamine;Moderate
Ipratropium (nasal);Carbinoxamine;Minor
Carbinoxamine;Isocarboxazid;Moderate
Isoflurophate (ophthalmic);Carbinoxamine;Moderate
Carbinoxamine;Kava;Moderate
Carbinoxamine;Ketamine;Moderate
Lamotrigine;Carbinoxamine;Moderate
Carbinoxamine;Lasmiditan;Moderate
Carbinoxamine;Lemborexant;Moderate
Carbinoxamine;Levetiracetam;Moderate
Carbinoxamine;Levocetirizine;Moderate
Carbinoxamine;Levacetylmethadol;Moderate
Carbinoxamine;Levorphanol;Moderate
Linezolid;Carbinoxamine;Moderate
Carbinoxamine;Lithium carbonate;Moderate
Carbinoxamine;Lofexidine;Moderate
Lorazepam;Carbinoxamine;Moderate
Loxapine;Carbinoxamine;Moderate
Carbinoxamine;Lumateperone;Moderate
Carbinoxamine;Lurasidone;Moderate
Carbinoxamine;Maprotiline;Moderate
Meclizine;Carbinoxamine;Moderate
Carbinoxamine;Memantine;Moderate
Carbinoxamine;Mepenzolate;Moderate
Meperidine;Carbinoxamine;Moderate
Mephenytoin;Carbinoxamine;Moderate
Carbinoxamine;Methylphenobarbital;Moderate
Meprobamate;Carbinoxamine;Moderate
Carbinoxamine;Mesoridazine;Moderate
Metaxalone;Carbinoxamine;Moderate
Methadone;Carbinoxamine;Moderate
Carbinoxamine;Methdilazine;Moderate
Methocarbamol;Carbinoxamine;Moderate
Carbinoxamine;Methotrimeprazine;Moderate
Carbinoxamine;Methscopolamine;Moderate
Carbinoxamine;Methsuximide;Moderate
Carbinoxamine;Metoclopramide;Moderate
Carbinoxamine;Metyrosine;Moderate
Midazolam;Carbinoxamine;Moderate
Mirtazapine;Carbinoxamine;Moderate
Carbinoxamine;Molindone;Moderate
Morphine (liposomal);Carbinoxamine;Moderate
Nabilone;Carbinoxamine;Moderate
Carbinoxamine;Nalbuphine;Moderate
Carbinoxamine;Nefazodone;Moderate
Nortriptyline;Carbinoxamine;Moderate
Olanzapine;Carbinoxamine;Moderate
Carbinoxamine;Oliceridine;Moderate
Carbinoxamine;Olopatadine (nasal);Moderate
Carbinoxamine;Opicapone;Moderate
Carbinoxamine;Opium;Moderate
Carbinoxamine;Orphenadrine;Moderate
Carbinoxamine;Oxazepam;Moderate
Carbinoxamine;Oxcarbazepine;Moderate
Carbinoxamine;Oxybutynin;Moderate
Oxycodone;Carbinoxamine;Moderate
Carbinoxamine;Oxymorphone;Moderate
Carbinoxamine;Ozanimod;Moderate
Carbinoxamine;Paliperidone;Moderate
Carbinoxamine;Paraldehyde;Moderate
Paramethadione;Carbinoxamine;Moderate
Paroxetine;Carbinoxamine;Moderate
Pentazocine;Carbinoxamine;Moderate
Pentobarbital;Carbinoxamine;Moderate
Carbinoxamine;Perampanel;Moderate
Carbinoxamine;Pergolide;Moderate
Carbinoxamine;Perphenazine;Moderate
Carbinoxamine;Phenacemide;Moderate
Carbinoxamine;Phenelzine;Moderate
Carbinoxamine;Phenindamine;Moderate
Carbinoxamine;Phenobarbital;Moderate
Carbinoxamine;Phensuximide;Moderate
Phenytoin;Carbinoxamine;Moderate
Carbinoxamine;Physostigmine;Moderate
Carbinoxamine;Physostigmine (ophthalmic);Moderate
Carbinoxamine;Pilocarpine (ophthalmic);Moderate
Carbinoxamine;Pimozide;Moderate
Carbinoxamine;Pitolisant;Moderate
Carbinoxamine;Potassium chloride;Major
Carbinoxamine;Potassium citrate;Major
Pramipexole;Carbinoxamine;Moderate
Pregabalin;Carbinoxamine;Moderate
Carbinoxamine;Primidone;Moderate
Carbinoxamine;Procarbazine;Moderate
Prochlorperazine;Carbinoxamine;Moderate
Procyclidine;Carbinoxamine;Moderate
Promazine;Carbinoxamine;Moderate
Carbinoxamine;Promethazine;Moderate
Carbinoxamine;Propantheline;Moderate
Carbinoxamine;Propiomazine;Moderate
Dextropropoxyphene;Carbinoxamine;Major
Protriptyline;Carbinoxamine;Moderate
Carbinoxamine;Mepyramine;Moderate
Carbinoxamine;Quazepam;Moderate
Carbinoxamine;Quetiapine;Moderate
Carbinoxamine;Ramelteon;Moderate
Carbinoxamine;Rasagiline;Moderate
Carbinoxamine;Remifentanil;Moderate
Carbinoxamine;Remimazolam;Moderate
Carbinoxamine;Revefenacin;Moderate
Botulinum Toxin Type B;Carbinoxamine;Moderate
Risperidone;Carbinoxamine;Moderate
Carbinoxamine;Rivastigmine;Moderate
Ropinirole;Carbinoxamine;Moderate
Carbinoxamine;Rotigotine;Moderate
Carbinoxamine;Rufinamide;Moderate
Scopolamine;Carbinoxamine;Moderate
Secobarbital;Carbinoxamine;Moderate
Carbinoxamine;Sertraline;Moderate
Carbinoxamine;Sibutramine;Moderate
Carbinoxamine;Iodide I-123;Moderate
Carbinoxamine;Iodide I-131;Moderate
Carbinoxamine;Sodium oxybate;Major
Carbinoxamine;Solifenacin;Moderate
Carbinoxamine;St. John's Wort;Moderate
Carbinoxamine;Stiripentol;Moderate
Sufentanil;Carbinoxamine;Moderate
Carbinoxamine;Suvorexant;Moderate
Tacrine;Carbinoxamine;Moderate
Carbinoxamine;Tapentadol;Moderate
Carbinoxamine;Tasimelteon;Moderate
Temazepam;Carbinoxamine;Moderate
Carbinoxamine;Tetrabenazine;Moderate
Carbinoxamine;Thalidomide;Moderate
Thiethylperazine;Carbinoxamine;Moderate
Thiopental;Carbinoxamine;Moderate
Thioridazine;Carbinoxamine;Moderate
Carbinoxamine;Thiothixene;Moderate
Carbinoxamine;Tiagabine;Moderate
Carbinoxamine;Tiotropium;Moderate
Tizanidine;Carbinoxamine;Moderate
Tolcapone;Carbinoxamine;Moderate
Carbinoxamine;Tolterodine;Moderate
Topiramate;Carbinoxamine;Major
Carbinoxamine;Tranylcypromine;Moderate
Trazodone;Carbinoxamine;Moderate
Carbinoxamine;Triazolam;Moderate
Carbinoxamine;Trichophyton mentagrophytes;Moderate
Carbinoxamine;Trifluoperazine;Moderate
Triflupromazine;Carbinoxamine;Moderate
Trihexyphenidyl;Carbinoxamine;Moderate
Carbinoxamine;Alimemazine;Moderate
Trimethadione;Carbinoxamine;Moderate
Trimethobenzamide;Carbinoxamine;Moderate
Trimipramine;Carbinoxamine;Moderate
Carbinoxamine;Tripelennamine;Moderate
Triprolidine;Carbinoxamine;Moderate
Trospium;Carbinoxamine;Moderate
Carbinoxamine;Tuberculin purified protein derivative;Moderate
Carbinoxamine;Umeclidinium;Moderate
Carbinoxamine;Valbenazine;Moderate
Carbinoxamine;Valerian;Moderate
Venlafaxine;Carbinoxamine;Moderate
Carbinoxamine;Vigabatrin;Moderate
Carbinoxamine;Zaleplon;Moderate
Carbinoxamine;Ziconotide;Moderate
Ziprasidone;Carbinoxamine;Moderate
Zolpidem;Carbinoxamine;Moderate
Carbinoxamine;Zonisamide;Major
Salbutamol;Levonordefrin;Moderate
Cocaine (nasal);Levonordefrin;Major
Cocaine (topical);Levonordefrin;Major
Doxapram;Levonordefrin;Moderate
Formoterol;Levonordefrin;Moderate
Indacaterol;Levonordefrin;Moderate
Isoprenaline;Levonordefrin;Moderate
Lidocaine (ophthalmic);Mepivacaine;Moderate
Orciprenaline;Levonordefrin;Moderate
Methdilazine;Levonordefrin;Moderate
Levonordefrin;Olodaterol;Moderate
Phenylpropanolamine;Levonordefrin;Moderate
Pirbuterol;Levonordefrin;Moderate
Promethazine;Levonordefrin;Moderate
Salmeterol;Levonordefrin;Moderate
Terbutaline;Levonordefrin;Moderate
Thiethylperazine;Levonordefrin;Moderate
Alimemazine;Levonordefrin;Moderate
Carboplatin;Mercaptopurine;Moderate
Carboplatin;Neomycin;Moderate
Carboplatin;Roflumilast;Moderate
Zafirlukast;Carboplatin;Moderate
Diltiazem;Aminophylline;Moderate
Diltiazem;Astemizole;Moderate
Diltiazem;Cocaine (nasal);Moderate
Diltiazem;Cocaine (topical);Moderate
Diltiazem;Diphenhydramine;Moderate
Diltiazem;Flurbiprofen;Moderate
Diltiazem;Fluticasone;Moderate
Diltiazem;Indacaterol;Minor
Diltiazem;Ivacaftor;Major
Diltiazem;Methdilazine;Moderate
Diltiazem;Olopatadine (nasal);Moderate
Diltiazem;Oxtriphylline;Moderate
Diltiazem;Pentoxifylline;Moderate
Diltiazem;Prednisolone;Moderate
Diltiazem;Promethazine;Moderate
Diltiazem;Mepyramine;Moderate
Terfenadine;Diltiazem;Moderate
Theophylline;Diltiazem;Moderate
Diltiazem;Thiethylperazine;Moderate
Diltiazem;Alimemazine;Moderate
Roflumilast;Carfilzomib;Moderate
Zafirlukast;Carfilzomib;Moderate
Azatadine;Cariprazine;Moderate
Cariprazine;Pentoxyverine;Moderate
Clofedanol;Cariprazine;Moderate
Cariprazine;Chlorcyclizine;Moderate
Clemastine;Cariprazine;Moderate
Cyclizine;Cariprazine;Moderate
Cyproheptadine;Cariprazine;Moderate
Dexbrompheniramine;Cariprazine;Moderate
Diphenhydramine;Cariprazine;Moderate
Doxylamine;Cariprazine;Moderate
Cariprazine;Ivacaftor;Moderate
Cariprazine;Levocetirizine;Moderate
Meclizine;Cariprazine;Moderate
Methdilazine;Cariprazine;Moderate
Olopatadine (nasal);Cariprazine;Moderate
Phenindamine;Cariprazine;Moderate
Promethazine;Cariprazine;Moderate
Cariprazine;Mepyramine;Moderate
Thiethylperazine;Cariprazine;Moderate
Alimemazine;Cariprazine;Moderate
Trimethobenzamide;Cariprazine;Moderate
Tripelennamine;Cariprazine;Moderate
Triprolidine;Cariprazine;Moderate
Zafirlukast;Cariprazine;Moderate
Carisoprodol;Azatadine;Moderate
Carisoprodol;Pentoxyverine;Moderate
Carisoprodol;Clofedanol;Moderate
Clemastine;Carisoprodol;Moderate
Carisoprodol;Cyclizine;Moderate
Carisoprodol;Cyproheptadine;Moderate
Carisoprodol;Dexbrompheniramine;Moderate
Carisoprodol;Diphenhydramine;Moderate
Doxylamine;Carisoprodol;Moderate
Carisoprodol;Levocetirizine;Moderate
Carisoprodol;Meclizine;Moderate
Carisoprodol;Methdilazine;Moderate
Carisoprodol;Olopatadine (nasal);Moderate
Carisoprodol;Phenindamine;Moderate
Carisoprodol;Promethazine;Moderate
Carisoprodol;Mepyramine;Moderate
Thiethylperazine;Carisoprodol;Moderate
Carisoprodol;Alimemazine;Moderate
Carisoprodol;Trimethobenzamide;Moderate
Carisoprodol;Tripelennamine;Moderate
Carisoprodol;Triprolidine;Moderate
Carmustine;Mercaptopurine;Moderate
Carmustine;Roflumilast;Moderate
Spironolactone;Diphenhydramine;Moderate
Spironolactone;Flurbiprofen;Moderate
Spironolactone;Methdilazine;Moderate
Spironolactone;Olopatadine (nasal);Moderate
Spironolactone;Pentoxifylline;Moderate
Spironolactone;Prednisolone;Moderate
Spironolactone;Promethazine;Moderate
Spironolactone;Mepyramine;Moderate
Thiethylperazine;Spironolactone;Moderate
Spironolactone;Alimemazine;Moderate
Carteolol (ophthalmic);Aminophylline;Major
Carteolol (ophthalmic);Dyphylline;Major
Carteolol (ophthalmic);Ephedrine;Moderate
Carteolol (ophthalmic);Epinephrine (topical);Moderate
Carteolol (ophthalmic);Indacaterol;Major
Carteolol (ophthalmic);Isoprenaline;Moderate
Carteolol (ophthalmic);Orciprenaline;Major
Carteolol (ophthalmic);Olodaterol;Major
Carteolol (ophthalmic);Oxtriphylline;Major
Phenylephrine (ophthalmic);Carteolol (ophthalmic);Moderate
Carteolol (ophthalmic);Pirbuterol;Major
Carteolol (ophthalmic);Salmeterol;Major
Carteolol (ophthalmic);Terbutaline;Major
Theophylline;Carteolol (ophthalmic);Major
Carvedilol;Aminophylline;Major
Diphenhydramine;Carvedilol;Moderate
Dyphylline;Carvedilol;Major
Carvedilol;Ephedrine;Moderate
Epinephrine (topical);Carvedilol;Moderate
Flurbiprofen;Carvedilol;Moderate
Glycopyrronium;Carvedilol;Moderate
Hydrocodone;Carvedilol;Moderate
Carvedilol;Indacaterol;Major
Isoprenaline;Carvedilol;Moderate
Orciprenaline;Carvedilol;Major
Methdilazine;Carvedilol;Moderate
Carvedilol;Olodaterol;Major
Carvedilol;Oxtriphylline;Major
Pentoxifylline;Carvedilol;Moderate
Phenylephrine (ophthalmic);Carvedilol;Moderate
Carvedilol;Pirbuterol;Major
Prednisolone;Carvedilol;Moderate
Promethazine;Carvedilol;Moderate
Carvedilol;Mepyramine;Moderate
Salmeterol;Carvedilol;Major
Terbutaline;Carvedilol;Major
Theophylline;Carvedilol;Major
Thiethylperazine;Carvedilol;Moderate
Carvedilol;Alimemazine;Moderate
Metformin;Orciprenaline;Moderate
Metformin;Phenylpropanolamine;Moderate
Metformin;Promethazine;Moderate
Neomycin;Cefazolin;Moderate
Neomycin;Cefepime;Moderate
Cefixime;Neomycin;Moderate
Cefotaxime;Neomycin;Moderate
Neomycin;Cefotetan;Moderate
Neomycin;Cefoxitin;Moderate
Neomycin;Cefpodoxime;Moderate
Neomycin;Cefprozil;Moderate
Neomycin;Ceftaroline fosamil;Moderate
Ceftazidime;Neomycin;Moderate
Neomycin;Ceftolozane;Moderate
Neomycin;Ceftriaxone;Moderate
Neomycin;Cefuroxime;Moderate
Celecoxib;Flurbiprofen;Moderate
Celecoxib;Hydrocodone;Moderate
Celecoxib;Ivacaftor;Moderate
Celecoxib;Methdilazine;Moderate
Celecoxib;Prednisolone;Moderate
Celecoxib;Promethazine;Moderate
Thiethylperazine;Celecoxib;Moderate
Celecoxib;Alimemazine;Moderate
Prednisolone;Cemiplimab;Moderate
Astemizole;Cenobamate;Moderate
Azatadine;Cenobamate;Moderate
Cenobamate;Pentoxyverine;Moderate
Clofedanol;Cenobamate;Moderate
Cenobamate;Chlorcyclizine;Moderate
Clemastine;Cenobamate;Moderate
Cyclizine;Cenobamate;Moderate
Cyproheptadine;Cenobamate;Moderate
Dexbrompheniramine;Cenobamate;Moderate
Diphenhydramine;Cenobamate;Moderate
Doxylamine;Cenobamate;Moderate
Cenobamate;Ivacaftor;Moderate
Cenobamate;Levocetirizine;Moderate
Meclizine;Cenobamate;Moderate
Methdilazine;Cenobamate;Moderate
Montelukast;Cenobamate;Moderate
Olopatadine (nasal);Cenobamate;Moderate
Phenindamine;Cenobamate;Moderate
Prednisolone;Cenobamate;Moderate
Promethazine;Cenobamate;Moderate
Cenobamate;Mepyramine;Moderate
Roflumilast;Cenobamate;Moderate
Terfenadine;Cenobamate;Moderate
Thiethylperazine;Cenobamate;Moderate
Alimemazine;Cenobamate;Moderate
Trimethobenzamide;Cenobamate;Moderate
Tripelennamine;Cenobamate;Moderate
Triprolidine;Cenobamate;Moderate
Astemizole;Ceritinib;Major
Ciclesonide;Ceritinib;Moderate
Ciclesonide (nasal);Ceritinib;Moderate
Dexamethasone (nasal);Ceritinib;Moderate
Dexamethasone (ophthalmic);Ceritinib;Moderate
